Scheme name	Locus tag	Description
cgMLST V1 + HierCC V1	CD630_15230(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_15250(-)	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"
cgMLST V1 + HierCC V1	CD630_15260(pyrC)	dihydroorotase
cgMLST V1 + HierCC V1	CD630_15270(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_15280(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_15290(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_15300(-)	"histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
cgMLST V1 + HierCC V1	CD630_15310(bceR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_15320(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_15340(ggt)	gamma-glutamyltransferase
cgMLST V1 + HierCC V1	CD630_15350(sseA)	3-mercaptopyruvate sulfurtransferase
cgMLST V1 + HierCC V1	CD630_15360(fpr)	"putative dehydrogenase, electron transfer subunit"
cgMLST V1 + HierCC V1	CD630_15370(aspB)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_15380(-)	diguanylate phosphodiesterase
cgMLST V1 + HierCC V1	CD630_15390(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_15400(yxdM)	ftsX-like permease
cgMLST V1 + HierCC V1	CD630_15410(-)	MATE family efflux transporter
cgMLST V1 + HierCC V1	CD630_15420(-)	Fic family protein
cgMLST V1 + HierCC V1	CD630_15430(acpD)	FMN-dependent NADH-azoreductase
cgMLST V1 + HierCC V1	CD630_15431(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_15450(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_15460(hlyIII)	hemolysin III family channel protein
cgMLST V1 + HierCC V1	CD630_15461(-)	conserved protein of unknown function
cgMLST V1 + HierCC V1	CD630_15470(hisZ)	ATP phosphoribosyltransferase regulatory subunit
cgMLST V1 + HierCC V1	CD630_15480(hisG)	ATP phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_15490(hisC)	histidinol-phosphate transaminase
cgMLST V1 + HierCC V1	CD630_15500(hisB)	imidazoleglycerol-phosphate dehydratase
cgMLST V1 + HierCC V1	CD630_15510(hisH)	"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"
cgMLST V1 + HierCC V1	CD630_15520(hisA)	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase
cgMLST V1 + HierCC V1	CD630_15530(hisF)	imidazole glycerol phosphate synthase cyclase subunit
cgMLST V1 + HierCC V1	CD630_15540(hisI)	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase
cgMLST V1 + HierCC V1	CD630_15550(-)	amino acid permease
cgMLST V1 + HierCC V1	CD630_15560(-)	polysaccharide deacetylase
cgMLST V1 + HierCC V1	CD630_15570(prsA)	peptidylprolyl isomerase
cgMLST V1 + HierCC V1	CD630_15580(csfV)	RNA polymerase sigma factor sigV
cgMLST V1 + HierCC V1	CD630_15590(rsiV)	"Anti Sigma Factor, ECF family"
cgMLST V1 + HierCC V1	CD630_15610(xdhC)	xanthine dehydrogenase accessory factor
cgMLST V1 + HierCC V1	CD630_15620(-)	WLM domain protein
cgMLST V1 + HierCC V1	CD630_15640(-)	ACT domain protein
cgMLST V1 + HierCC V1	CD630_15650(ilvC)	ketol-acid reductoisomerase
cgMLST V1 + HierCC V1	CD630_15660(ilvB)	"acetolactate synthase, large subunit, biosynthetic type"
cgMLST V1 + HierCC V1	CD630_15670(-)	manganese catalase
cgMLST V1 + HierCC V1	CD630_15680(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_15690(-)	MarR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_15740(-)	GNAT family acetyltransferase
cgMLST V1 + HierCC V1	CD630_15750(-)	3D domain protein
cgMLST V1 + HierCC V1	CD630_15760(-)	arylesterase
cgMLST V1 + HierCC V1	CD630_15770(pgm)	phosphoglucomutase
cgMLST V1 + HierCC V1	CD630_15780(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_15790(vicK)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_15800(hom2)	homoserine dehydrogenase
cgMLST V1 + HierCC V1	CD630_15810(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_15820(hisD)	histidinol dehydrogenase
cgMLST V1 + HierCC V1	CD630_15900(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_15910(kdpA)	potassium-transporting ATPase subunit KdpA
cgMLST V1 + HierCC V1	CD630_15920(kdpB)	K+-transporting ATPase subunit B
cgMLST V1 + HierCC V1	CD630_15930(kdpC)	potassium-transporting ATPase C chain
cgMLST V1 + HierCC V1	CD630_15940(cysK)	cysteine synthase A
cgMLST V1 + HierCC V1	CD630_15950(cysE)	serine O-acetyltransferase
cgMLST V1 + HierCC V1	CD630_15951(fer)	ferredoxin
cgMLST V1 + HierCC V1	CD630_15960(map2)	methionine aminopeptidase
cgMLST V1 + HierCC V1	CD630_15970(zmp1)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_15990(thiD)	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
cgMLST V1 + HierCC V1	CD630_16000(thiM)	hydroxyethylthiazole kinase
cgMLST V1 + HierCC V1	CD630_16010(thiE)	thiamine phosphate synthase
cgMLST V1 + HierCC V1	CD630_16020(celA)	PTS sugar transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_16030(-)	multidrug ABC transporter permease
cgMLST V1 + HierCC V1	CD630_16040(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_16060(ytrA)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16070(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_16090(-)	exported protein
cgMLST V1 + HierCC V1	CD630_16100(-)	ABC-2 transporter family protein
cgMLST V1 + HierCC V1	CD630_16140(natA)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_16170(ytrA)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16180(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_16190(-)	multidrug ABC transporter permease
cgMLST V1 + HierCC V1	CD630_16200(-)	MFS transporter
cgMLST V1 + HierCC V1	CD630_16210(mscS)	mechanosensitive ion channel protein MscS
cgMLST V1 + HierCC V1	CD630_16220(-)	peptidase
cgMLST V1 + HierCC V1	CD630_16230(-)	Putative oxidoreductase
cgMLST V1 + HierCC V1	CD630_16290(-)	SNARE-like domain protein
cgMLST V1 + HierCC V1	CD630_16300(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_16310(sodA)	superoxide dismutase
cgMLST V1 + HierCC V1	CD630_16320(asnB)	asparagine synthetase B
cgMLST V1 + HierCC V1	CD630_16330(degP)	serine protease
cgMLST V1 + HierCC V1	CD630_16340(terD)	chemical-damaging agent resistance protein C
cgMLST V1 + HierCC V1	CD630_16350(terD)	chemical-damaging agent resistance protein C
cgMLST V1 + HierCC V1	CD630_16360(terD)	stress protein
cgMLST V1 + HierCC V1	CD630_16370(-)	"calcium-translocating P-type ATPase, PMCA-type"
cgMLST V1 + HierCC V1	CD630_16390(-)	toxic anion resistance family protein
cgMLST V1 + HierCC V1	CD630_16400(-)	ATP-binding protein
cgMLST V1 + HierCC V1	CD630_16410(-)	phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_16420(-)	cysteine protease StiP precursor
cgMLST V1 + HierCC V1	CD630_16430(-)	haloacid dehalogenase
cgMLST V1 + HierCC V1	CD630_16440(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16450(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_16460(dpeP)	membrane dipeptidase
cgMLST V1 + HierCC V1	CD630_16470(-)	iron ABC transporter permease
cgMLST V1 + HierCC V1	CD630_16480(-)	iron ABC transporter permease
cgMLST V1 + HierCC V1	CD630_16490(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_16500(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_16520(terA)	tellurium resistance family protein
cgMLST V1 + HierCC V1	CD630_16530(metQ)	lipoprotein
cgMLST V1 + HierCC V1	CD630_16540(lplA)	lipoyltransferase and lipoate-ligase
cgMLST V1 + HierCC V1	CD630_16550(-)	Na+/H+ antiporter NhaC-like
cgMLST V1 + HierCC V1	CD630_16570(gcvTPA)	bi-functional glycine dehydrogenase/aminomethyl transferase
cgMLST V1 + HierCC V1	CD630_16580(gcvPB)	glycine dehydrogenase (aminomethyl-transferring)
cgMLST V1 + HierCC V1	CD630_16590(ctpE)	cation-transporting ATPase
cgMLST V1 + HierCC V1	CD630_16600(-)	DUF1255 domain-containing protein
cgMLST V1 + HierCC V1	CD630_16640(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16650(cysM)	pyridoxal-phosphate dependent enzyme family protein
cgMLST V1 + HierCC V1	CD630_16680(-)	ABC-2 transporter family protein
cgMLST V1 + HierCC V1	CD630_16740(-)	FMN reductase
cgMLST V1 + HierCC V1	CD630_16750(-)	HxlR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16760(pcp)	pyrrolidone-carboxylate peptidase
cgMLST V1 + HierCC V1	CD630_16770(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_16780(-)	"putative ATP synthase F0, A subunit"
cgMLST V1 + HierCC V1	CD630_16790(hemG)	flavodoxin
cgMLST V1 + HierCC V1	CD630_16800(-)	FMN-binding protein
cgMLST V1 + HierCC V1	CD630_16820(iunH)	inosine-uridine preferring nucleoside hydrolase
cgMLST V1 + HierCC V1	CD630_16830(qrtT)	membrane protein
cgMLST V1 + HierCC V1	CD630_16840(-)	radical SAM superfamily protein
cgMLST V1 + HierCC V1	CD630_16850(-)	DNA alkylation repair enzyme family protein
cgMLST V1 + HierCC V1	CD630_16860(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16870(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_16880(ciaR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_16890(ciaH)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_16900(trxA)	thiol reductase thioredoxin
cgMLST V1 + HierCC V1	CD630_16910(trxB)	thioredoxin reductase
cgMLST V1 + HierCC V1	CD630_16920(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_16930(-)	diguanylate cyclase
cgMLST V1 + HierCC V1	CD630_16940(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_16950(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_16960(-)	sodium:alanine symporter
cgMLST V1 + HierCC V1	CD630_16970(ribH)	"6,7-dimethyl-8-ribityllumazine synthase"
cgMLST V1 + HierCC V1	CD630_16980(ribBA)	GTP cyclohydrolase II
cgMLST V1 + HierCC V1	CD630_16990(ribE)	riboflavin synthase subunit alpha
cgMLST V1 + HierCC V1	CD630_17000(ribD)	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
cgMLST V1 + HierCC V1	CD630_17010(recQ)	ATP-dependent DNA helicase RecQ
cgMLST V1 + HierCC V1	CD630_17020(thiC)	phosphomethylpyrimidine synthase
cgMLST V1 + HierCC V1	CD630_17021(thiS)	thiamine biosynthesis protein ThiS
cgMLST V1 + HierCC V1	CD630_17030(thiF)	Thiamine biosynthesis protein ThiF
cgMLST V1 + HierCC V1	CD630_17040(thiG)	thiazole synthase
cgMLST V1 + HierCC V1	CD630_17050(thiH)	thiamine biosynthesis protein ThiH
cgMLST V1 + HierCC V1	CD630_17060(thiE2)	thiamine phosphate synthase
cgMLST V1 + HierCC V1	CD630_17070(-)	C4-dicarboxylate ABC transporter
cgMLST V1 + HierCC V1	CD630_17080(-)	GTP pyrophosphokinase
cgMLST V1 + HierCC V1	CD630_17090(mobA)	molybdenum cofactor guanylyltransferase
cgMLST V1 + HierCC V1	CD630_17100(-)	coA binding domain protein
cgMLST V1 + HierCC V1	CD630_17110(-)	heavy-metal-binding family protein
cgMLST V1 + HierCC V1	CD630_17120(moaB)	molybdenum cofactor biosynthesis protein
cgMLST V1 + HierCC V1	CD630_17130(moaA)	cyclic pyranopterin phosphate synthase MoaA
cgMLST V1 + HierCC V1	CD630_17140(moaC)	cyclic pyranopterin monophosphate synthase accessory protein
cgMLST V1 + HierCC V1	CD630_17150(-)	MOSC domain protein
cgMLST V1 + HierCC V1	CD630_17151(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17160(codB)	permease
cgMLST V1 + HierCC V1	CD630_17170(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17220(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_17230(plsC)	acyltransferase
cgMLST V1 + HierCC V1	CD630_17240(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17250(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_17260(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17281(-)	peptide ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_17290(yjbB)	Na/Pi cotransporter
cgMLST V1 + HierCC V1	CD630_17292(-)	arginyl-tRNA synthetase
cgMLST V1 + HierCC V1	CD630_17300(mrp)	sodium:proton antiporter
cgMLST V1 + HierCC V1	CD630_17310(-)	acetyltransferase
cgMLST V1 + HierCC V1	CD630_17320(metH)	5-methyltetrahydrofolate--homocysteine S-methyltransferase
cgMLST V1 + HierCC V1	CD630_17330(hemE)	uroporphyrinogen decarboxylase
cgMLST V1 + HierCC V1	CD630_17350(-)	"noncanonical pyrimidine nucleotidase, YjjG family"
cgMLST V1 + HierCC V1	CD630_17360(-)	DNA-binding protein
cgMLST V1 + HierCC V1	CD630_17370(-)	putative gluconate permease
cgMLST V1 + HierCC V1	CD630_17380(-)	sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_17390(atoC)	sigma-54-dependent Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_17400(-)	beta-aspartyl-peptidase
cgMLST V1 + HierCC V1	CD630_17451(feoA)	iron transporter FeoA
cgMLST V1 + HierCC V1	CD630_17460(gltC)	sodium:glutamate symporter
cgMLST V1 + HierCC V1	CD630_17470(add)	adenosine deaminase
cgMLST V1 + HierCC V1	CD630_17490(-)	2-hydroxyglutaryl-CoA dehydratase
cgMLST V1 + HierCC V1	CD630_17500(-)	2-hydroxyglutaryl-CoA dehydratase
cgMLST V1 + HierCC V1	CD630_17510(-)	cysteine protease
cgMLST V1 + HierCC V1	CD630_17511(-)	ATPase
cgMLST V1 + HierCC V1	CD630_17520(-)	TetR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_17550(-)	"ABC-type transport system, multidrug-family permease"
cgMLST V1 + HierCC V1	CD630_17551(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_17590(-)	Putative SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_17600(-)	iron-sulfur protein
cgMLST V1 + HierCC V1	CD630_17620(-)	DUF2992 domain-containing protein
cgMLST V1 + HierCC V1	CD630_17630(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_17640(-)	tRNA synthetase subunit beta
cgMLST V1 + HierCC V1	CD630_17650(nudF)	NUDIX hydrolase
cgMLST V1 + HierCC V1	CD630_17670(gapB)	type I glyceraldehyde-3-phosphate dehydrogenase
cgMLST V1 + HierCC V1	CD630_17671(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17690(-)	2-hydroxyglutaryl-CoA dehydratase
cgMLST V1 + HierCC V1	CD630_17700(ogt2)	methylated-DNA--protein-cysteine methyltransferase constitutive
cgMLST V1 + HierCC V1	CD630_17710(-)	monooxygenase
cgMLST V1 + HierCC V1	CD630_17730(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17740(-)	ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_17750(-)	amino acid ABC transporter permease
cgMLST V1 + HierCC V1	CD630_17760(-)	polar amino acid ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_17770(arsC)	arsenate reductase
cgMLST V1 + HierCC V1	CD630_17780(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17790(-)	adenine nucleotide alpha hydrolase
cgMLST V1 + HierCC V1	CD630_17800(ypsC)	N-6 DNA methylase
cgMLST V1 + HierCC V1	CD630_17820(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_17830(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_17840(truA2)	"tRNA pseudouridine(38,39,40) synthase TruA"
cgMLST V1 + HierCC V1	CD630_17850(argG)	argininosuccinate synthase
cgMLST V1 + HierCC V1	CD630_17870(-)	merR regulatory family protein
cgMLST V1 + HierCC V1	CD630_17880(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17890(-)	putative membrane protein
cgMLST V1 + HierCC V1	CD630_17910(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17920(-)	UDP-glucose 4-epimerase
cgMLST V1 + HierCC V1	CD630_17930(-)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_17940(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_17950(-)	molecular chaperone Tir
cgMLST V1 + HierCC V1	CD630_17960(-)	sulfite reductase subunit C
cgMLST V1 + HierCC V1	CD630_17970(-)	pyridine nucleotide-disulfide oxidoreductase
cgMLST V1 + HierCC V1	CD630_17980(-)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_18000(terD)	chemical-damaging agent resistance protein C
cgMLST V1 + HierCC V1	CD630_18010(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_18020(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_18070(-)	FMN reductase
cgMLST V1 + HierCC V1	CD630_18130(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_18140(gpmB)	phosphoglycerate mutase
cgMLST V1 + HierCC V1	CD630_18150(-)	pyridine nucleotide-disulfide oxidoreductase
cgMLST V1 + HierCC V1	CD630_18160(cmk)	cytidylate kinase
cgMLST V1 + HierCC V1	CD630_18170(plsC)	acyltransferase
cgMLST V1 + HierCC V1	CD630_18180(ispH)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
cgMLST V1 + HierCC V1	CD630_18190(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_18220(bcp)	peroxiredoxin
cgMLST V1 + HierCC V1	CD630_18230(-)	DUF328 domain-containing protein
cgMLST V1 + HierCC V1	CD630_18240(-)	P-type calcium transport ATPase
cgMLST V1 + HierCC V1	CD630_18250(metY)	O-acetylhomoserine aminocarboxypropyltransferase
cgMLST V1 + HierCC V1	CD630_18260(metA)	homoserine O-succinyltransferase
cgMLST V1 + HierCC V1	CD630_18270(-)	MarR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_18280(ftsH1)	ATP-dependent metallopeptidase HflB family protein
cgMLST V1 + HierCC V1	CD630_18300(kdpE)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_18310(corA)	corA-like Mg2+ transporter family protein
cgMLST V1 + HierCC V1	CD630_18311(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_18320(aroF)	3-deoxy-7-phosphoheptulonate synthase
cgMLST V1 + HierCC V1	CD630_18330(aroB)	3-dehydroquinate synthase
cgMLST V1 + HierCC V1	CD630_18340(aroA)	3-phosphoshikimate 1-carboxyvinyltransferase
cgMLST V1 + HierCC V1	CD630_18350(aroC)	Chorismate synthase (5-enolpyruvylshikimate-3-phosphate phospholyase)
cgMLST V1 + HierCC V1	CD630_18360(pheA)	bifunctional chorismate mutase/prephenate dehydratase
cgMLST V1 + HierCC V1	CD630_18370(aroE1)	shikimate dehydrogenase
cgMLST V1 + HierCC V1	CD630_18380(aroK)	shikimate kinase
cgMLST V1 + HierCC V1	CD630_18390(tyrC)	prephenate dehydrogenase
cgMLST V1 + HierCC V1	CD630_18800(-)	cupin domain protein
cgMLST V1 + HierCC V1	CD630_18930(prdX)	Putative oligonucleotide binding regulator
cgMLST V1 + HierCC V1	CD630_18940(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_18950(-)	ytxH-like family protein
cgMLST V1 + HierCC V1	CD630_18960(-)	putative lipoprotein
cgMLST V1 + HierCC V1	CD630_18980(amiA)	cell wall hydrolase
cgMLST V1 + HierCC V1	CD630_18990(comEB)	cytidine and deoxycytidylate deaminase zinc-binding region
cgMLST V1 + HierCC V1	CD630_19000(-)	"ABC-type transport system,ATP-binding protein"
cgMLST V1 + HierCC V1	CD630_19040(-)	sulfonate ABC transporter permease
cgMLST V1 + HierCC V1	CD630_19280(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19290(-)	ompA family membrane protein
cgMLST V1 + HierCC V1	CD630_19310(lexA)	LexA repressor
cgMLST V1 + HierCC V1	CD630_19320(-)	phage integrase
cgMLST V1 + HierCC V1	CD630_19340(-)	amino acid-binding protein
cgMLST V1 + HierCC V1	CD630_19350(spoVS)	stage V sporulation protein S
cgMLST V1 + HierCC V1	CD630_19360(accA)	acetyl-CoA carboxylase carboxyltransferase subunit alpha
cgMLST V1 + HierCC V1	CD630_19370(accD)	acetyl-CoA carboxylase carboxyl transferase subunit beta
cgMLST V1 + HierCC V1	CD630_19380(accC)	acetyl-CoA carboxylase biotin carboxylase subunit
cgMLST V1 + HierCC V1	CD630_19390(accB)	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
cgMLST V1 + HierCC V1	CD630_19400(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19401(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19410(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_19420(trmB)	tRNA (guanosine(46)-N7)-methyltransferase TrmB
cgMLST V1 + HierCC V1	CD630_19430(-)	Fe-S cluster assembly protein HesB
cgMLST V1 + HierCC V1	CD630_19470(-)	macrolide ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_19480(-)	"ABC-type transport system, permease"
cgMLST V1 + HierCC V1	CD630_19500(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19510(rimJ)	"acetyltransferase, GNAT family"
cgMLST V1 + HierCC V1	CD630_19520(-)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_19530(-)	gamma-glutamyl ligase
cgMLST V1 + HierCC V1	CD630_19550(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_19560(phoR)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_19570(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_19580(-)	4Fe-4S ferredoxin
cgMLST V1 + HierCC V1	CD630_19590(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_19600(-)	his Kinase A domain protein
cgMLST V1 + HierCC V1	CD630_19610(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_19630(-)	SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_19640(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_19650(-)	permease
cgMLST V1 + HierCC V1	CD630_19670(-)	kae1-associated kinase
cgMLST V1 + HierCC V1	CD630_19680(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19700(-)	cyclase
cgMLST V1 + HierCC V1	CD630_19710(-)	SIR2-like domain protein
cgMLST V1 + HierCC V1	CD630_19720(dapE)	peptidase M20
cgMLST V1 + HierCC V1	CD630_19730(-)	aluminum resistance protein
cgMLST V1 + HierCC V1	CD630_19740(hfq)	RNA-binding protein Hfq
cgMLST V1 + HierCC V1	CD630_19750(miaA)	tRNA dimethylallyltransferase
cgMLST V1 + HierCC V1	CD630_19760(mutL)	DNA mismatch repair MutL family protein
cgMLST V1 + HierCC V1	CD630_19770(mutS)	DNA mismatch repair protein MutS
cgMLST V1 + HierCC V1	CD630_19780(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_19790(-)	nitrate ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_19800(thiX)	nitrate ABC transporter permease
cgMLST V1 + HierCC V1	CD630_19801(-)	Uncharacterized conserved protein
cgMLST V1 + HierCC V1	CD630_19840(-)	coenzyme A pyrophosphatase
cgMLST V1 + HierCC V1	CD630_19850(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_19860(miaB)	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase MiaB
cgMLST V1 + HierCC V1	CD630_19870(-)	cell wall-binding repeat 2 family protein
cgMLST V1 + HierCC V1	CD630_19880(-)	tryptophan transporter
cgMLST V1 + HierCC V1	CD630_19900(-)	SH3 domain protein
cgMLST V1 + HierCC V1	CD630_19921(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_19941(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_19942(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_19960(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_19990(fldX)	flavodoxin
cgMLST V1 + HierCC V1	CD630_20000(isp)	major intracellular serine protease
cgMLST V1 + HierCC V1	CD630_20140(ilvD)	dihydroxy-acid dehydratase
cgMLST V1 + HierCC V1	CD630_20141(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20200(clpB)	ATP-dependent chaperone ClpB
cgMLST V1 + HierCC V1	CD630_20210(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20220(-)	firmicute plasmid replication protein
cgMLST V1 + HierCC V1	CD630_20230(ytrA)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_20240(-)	ABC transporter
cgMLST V1 + HierCC V1	CD630_20250(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_20290(-)	lumazine-binding domain protein
cgMLST V1 + HierCC V1	CD630_20300(argF)	ornithine carbamoyltransferase
cgMLST V1 + HierCC V1	CD630_20310(argM)	acetylornithine aminotransferase
cgMLST V1 + HierCC V1	CD630_20320(argB)	acetylglutamate kinase
cgMLST V1 + HierCC V1	CD630_20330(argJ)	arginine biosynthesis protein ArgJ
cgMLST V1 + HierCC V1	CD630_20340(argC)	N-acetyl-gamma-glutamyl-phosphate reductase
cgMLST V1 + HierCC V1	CD630_20420(-)	TetR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_20430(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_20480(-)	RpiR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_20490(-)	SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_20500(rluB)	ribosomal large subunit pseudouridine synthase B
cgMLST V1 + HierCC V1	CD630_20510(-)	AI-2E family transporter
cgMLST V1 + HierCC V1	CD630_20520(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_20530(lysA)	diaminopimelate decarboxylase
cgMLST V1 + HierCC V1	CD630_20540(lysC)	aspartate kinase
cgMLST V1 + HierCC V1	CD630_20541(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20550(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20560(-)	putative membrane protein
cgMLST V1 + HierCC V1	CD630_20570(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20580(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20590(glnS)	glutamine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_20600(dagK)	lipid kinase
cgMLST V1 + HierCC V1	CD630_20610(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_20620(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_20630(-)	cell wall-binding protein YocH precursor
cgMLST V1 + HierCC V1	CD630_20640(-)	transcriptional regulator
